Customer,State,Customer Lifetime Value,Coverage,Effective To Date,Employment Status,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Renew Offer Type,Total Claim Amount,Vehicle Class,Client Type,Response_No,Response_Yes,Education_Bachelor,Education_College,Education_Doctor,Education_High School or Below,Education_Master,Gender_F,Gender_M,Location Code_Rural,Location Code_Suburban,Location Code_Urban,Marital Status_Divorced,Marital Status_Married,Marital Status_Single,Policy_Corporate L1,Policy_Corporate L2,Policy_Corporate L3,Policy_Personal L1,Policy_Personal L2,Policy_Personal L3,Policy_Special L1,Policy_Special L2,Policy_Special L3,Sales Channel_Agent,Sales Channel_Branch,Sales Channel_Call Center,Sales Channel_Web,Vehicle Size_Large,Vehicle Size_Medsize,Vehicle Size_Small,vehicle_class_map,coverage_map,policy_map,renew_offer_type_map,employment_status_map
MM70762,Arizona,9075.77,Basic,2011-01-26,Employed,37722,116,8,23,0,8,Personal Auto,Offer1,158.08,Sports Car,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
CX22458,California,9075.77,Basic,2011-01-26,Employed,37722,116,8,23,0,8,Personal Auto,Offer1,158.08,Sports Car,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
MA94219,Nevada,9067.66,Premium,2011-05-01,Employed,78250,114,7,66,0,6,Personal Auto,Offer2,547.2,Four-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.0,3
AT79008,California,9065.26,Premium,2011-08-02,Employed,40006,114,34,18,1,7,Personal Auto,Offer1,132.57,Two-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,2.0,3
AM99192,Arizona,9061.95,Basic,2011-05-02,Employed,42743,117,5,86,1,6,Personal Auto,Offer1,101.29,SUV,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
XG74199,Oregon,9061.77,Basic,2011-01-19,Employed,37970,115,8,44,0,3,Personal Auto,Offer1,124.97,SUV,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
GM54723,California,9061.63,Basic,2011-02-02,Unemployed,0,65,19,87,0,2,Corporate Auto,Offer1,413.29,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,1,1,2.0,2
WZ83320,Arizona,9061.06,Premium,2011-02-18,Employed,73876,112,19,71,0,8,Personal Auto,Offer3,419.3,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,1,1.5,3
VZ39362,Oregon,9060.2,Basic,2011-01-18,Employed,57078,113,26,13,1,8,Personal Auto,Offer1,542.4,Sports Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1,1,2.0,3
CP98451,Oregon,9057.94,Basic,2011-02-01,Employed,91025,112,26,37,0,9,Personal Auto,Offer1,327.68,SUV,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
OG62048,California,9052.95,Basic,2011-08-02,Medical Leave,10211,119,7,16,0,7,Personal Auto,Offer3,571.2,SUV,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.5,1
HM76207,California,9051.91,Basic,2011-03-02,Employed,26308,114,10,30,0,3,Corporate Auto,Offer3,547.2,SUV,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.5,3
TO84268,California,9051.71,Premium,2011-12-01,Employed,60964,113,21,16,0,4,Personal Auto,Offer3,327.72,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.5,3
DQ50538,Nevada,9050.76,Basic,2011-11-02,Employed,63800,113,9,43,0,4,Personal Auto,Offer1,542.4,SUV,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
KI56154,Nevada,9048.98,Basic,2011-01-24,Unemployed,0,119,9,8,0,3,Personal Auto,Offer2,571.2,Sports Car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,2
QB82117,Oregon,9048.98,Basic,2011-01-24,Unemployed,0,119,9,8,0,3,Personal Auto,Offer2,571.2,Sports Car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,2
GF97506,Nevada,9048.98,Basic,2011-01-24,Unemployed,0,119,9,8,0,3,Personal Auto,Offer2,571.2,Sports Car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,2
SL98898,Nevada,9048.98,Basic,2011-01-24,Unemployed,0,119,9,8,0,3,Personal Auto,Offer2,571.2,Sports Car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,2
ZL30083,Oregon,9048.98,Basic,2011-01-24,Unemployed,0,119,9,8,0,3,Personal Auto,Offer2,571.2,Sports Car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,2
PG67485,Nevada,9048.98,Basic,2011-01-24,Unemployed,0,119,9,8,0,3,Personal Auto,Offer2,571.2,Sports Car,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.0,2
LP84436,California,9047.12,Extended,2011-01-21,Unemployed,0,127,30,11,0,6,Personal Auto,Offer3,1088.0,Sports Car,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1.5,2
HC25359,Oregon,9045.11,Premium,2011-06-01,Employed,52572,113,30,22,0,3,Personal Auto,Offer1,441.62,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,2.0,3
HR87252,California,9043.68,Basic,2011-02-13,Employed,97745,113,10,64,0,5,Personal Auto,Offer1,695.14,Sports Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,3
IO27771,Oregon,9036.66,Premium,2011-07-01,Employed,89382,112,2,61,0,3,Corporate Auto,Offer1,573.99,Four-Door Car,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,3,1,2.0,3
NB27041,Arizona,9035.67,Premium,2011-01-21,Employed,34337,113,20,44,0,9,Corporate Auto,Offer2,542.4,Four-Door Car,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,1,1.0,3
DA54619,Oregon,9035.67,Premium,2011-01-21,Employed,34337,113,20,44,0,9,Personal Auto,Offer2,542.4,Four-Door Car,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,1,1.0,3
QD86074,Oregon,9035.67,Premium,2011-01-21,Employed,34337,113,20,44,0,9,Corporate Auto,Offer2,542.4,Four-Door Car,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,2,1.0,3
BL89983,California,9035.67,Premium,2011-01-21,Employed,34337,113,20,44,0,9,Special Auto,Offer2,542.4,Four-Door Car,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,1,1.0,3
JA60749,Oregon,9035.67,Premium,2011-01-21,Employed,34337,113,20,44,0,9,Personal Auto,Offer2,542.4,Four-Door Car,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,1,1.0,3
MZ81826,Arizona,9035.67,Premium,2011-01-21,Employed,34337,113,20,44,0,9,Personal Auto,Offer2,542.4,Four-Door Car,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,3,1,1.0,3
YQ15567,Oregon,9034.31,Basic,2011-04-01,Medical Leave,18846,115,16,84,0,3,Personal Auto,Offer1,552.0,SUV,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,2.0,1
VE47660,Oregon,9033.25,Basic,2011-05-02,Employed,30004,112,12,42,0,5,Personal Auto,Offer3,806.4,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,1,1,1.5,3
DI19952,Arizona,9032.37,Extended,2011-08-01,Unemployed,0,82,24,21,0,2,Personal Auto,Offer1,157.21,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,2,1,2.0,2
QB24570,Oregon,9031.21,Extended,2011-02-23,Unemployed,0,122,15,47,0,9,Corporate Auto,Offer1,650.52,Sports Car,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
LX46285,Oregon,9031.21,Extended,2011-02-23,Unemployed,0,122,15,47,0,9,Personal Auto,Offer1,650.52,Sports Car,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
LU86185,California,9031.21,Extended,2011-02-23,Unemployed,0,122,15,47,0,9,Corporate Auto,Offer1,650.52,Sports Car,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
TS76653,Nevada,9031.21,Extended,2011-02-23,Unemployed,0,122,15,47,0,9,Personal Auto,Offer1,650.52,Sports Car,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
TG95261,California,9031.21,Extended,2011-02-23,Unemployed,0,122,15,47,0,9,Personal Auto,Offer1,650.52,Sports Car,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
GS85403,Washington,9031.21,Extended,2011-02-23,Unemployed,0,122,15,47,0,9,Corporate Auto,Offer1,650.52,Sports Car,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
CI47242,Washington,9029.94,Extended,2011-10-02,Unemployed,0,138,23,93,0,3,Personal Auto,Offer1,1376.96,SUV,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,2.0,2
NY91328,California,9029.71,Extended,2011-02-02,Retired,16972,125,17,89,0,5,Personal Auto,Offer1,600.0,SUV,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,2.0,1
GE47180,Nevada,9028.82,Basic,2011-02-14,Employed,65974,113,3,43,0,3,Personal Auto,Offer3,235.22,Sports Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.5,3
AZ68184,Washington,9028.31,Basic,2011-01-18,Employed,76514,112,19,0,0,3,Personal Auto,Offer4,573.94,SUV,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
JT52858,Oregon,9027.87,Premium,2011-10-01,Employed,99002,112,33,75,1,8,Personal Auto,Offer3,537.6,Four-Door Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.5,3
QA50777,Oregon,9025.07,Premium,2011-01-17,Medical Leave,23675,117,4,31,0,7,Personal Auto,Offer1,707.93,Four-Door Car,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,2.0,1
QX84389,California,9024.2,Basic,2011-02-25,Employed,71499,112,25,61,0,5,Corporate Auto,Offer3,537.6,Sports Car,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1.5,3
US89453,California,9022.08,Extended,2011-10-01,Unemployed,0,125,7,99,0,3,Personal Auto,Offer1,988.54,SUV,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2,1,2.0,2
KN57002,Arizona,9015.92,Extended,2011-01-23,Unemployed,0,130,32,38,0,4,Corporate Auto,Offer1,936.0,SUV,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,1,2.0,2
CG13512,Oregon,9015.82,Basic,2011-08-02,Unemployed,0,62,26,34,0,2,Personal Auto,Offer1,42.64,Two-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,1,2.0,2
SZ17657,Oregon,9012.92,Basic,2011-01-18,Employed,67840,112,34,56,0,5,Personal Auto,Offer2,83.24,SUV,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2,1,1,1.0,3
KR62128,California,9011.76,Basic,2011-01-26,Employed,63885,114,0,17,0,8,Personal Auto,Offer2,86.48,SUV,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
IB39821,Arizona,9011.13,Basic,2011-01-01,Employed,88708,112,6,71,0,9,Personal Auto,Offer2,499.66,Sports Car,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1,1,1.0,3
KV79964,Arizona,9009.22,Premium,2011-02-22,Employed,32260,113,8,99,0,4,Personal Auto,Offer1,601.12,Four-Door Car,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,1,2.0,3
LR35392,Oregon,9007.43,Premium,2011-02-25,Employed,41539,116,11,35,0,3,Personal Auto,Offer1,556.8,Four-Door Car,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,3,1,2.0,3
ZN36983,California,9006.6,Extended,2011-01-17,Unemployed,0,86,19,99,1,2,Personal Auto,Offer1,412.8,Four-Door Car,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,2,1,2.0,2
BV63942,Washington,9002.41,Premium,2011-07-02,Employed,76184,111,23,19,0,3,Corporate Auto,Offer2,532.8,Two-Door Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,1,1.0,3
YB19340,Oregon,9002.12,Premium,2011-02-25,Employed,61374,113,5,27,0,3,Corporate Auto,Offer2,210.1,Two-Door Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,3,2,1.0,3
ZZ20738,California,9000.44,Basic,2011-01-28,Employed,28108,114,6,27,0,3,Personal Auto,Offer4,547.2,Sports Car,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
MY31220,California,8997.04,Premium,2011-01-15,Employed,54230,112,10,21,0,9,Personal Auto,Offer2,537.6,Two-Door Car,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,1,1.0,3
SF30642,California,8996.77,Basic,2011-02-13,Employed,49706,113,13,95,0,3,Personal Auto,Offer2,617.52,SUV,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,1,1.0,3
LA53648,California,8992.78,Extended,2011-01-27,Unemployed,0,129,13,4,0,7,Personal Auto,Offer1,1059.57,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,2,1,2.0,2
MN62189,California,8991.98,Basic,2011-01-19,Medical Leave,17331,117,13,39,0,6,Personal Auto,Offer1,1138.26,SUV,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,1,2.0,1
ND42562,California,8991.12,Extended,2011-01-25,Unemployed,0,127,29,25,0,4,Personal Auto,Offer2,1176.29,Sports Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2,1,1.0,2
SF46129,California,8986.61,Premium,2011-01-26,Employed,66267,111,23,95,0,3,Personal Auto,Offer3,1093.71,Four-Door Car,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,3,1,1.5,3
VI74176,Arizona,8984.04,Extended,2011-02-22,Unemployed,0,137,22,68,3,6,Personal Auto,Offer2,1532.08,SUV,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,2,1,1.0,2
YB33445,Oregon,8982.85,Basic,2011-02-13,Employed,43490,114,24,63,4,6,Corporate Auto,Offer1,174.59,SUV,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,1,2,2.0,3
